fecha,hora,dia_semana,linea,color_linea,estacion,latitud,longitud,pasajeros,saturacion
2026-02-12,10,Jueves,Verde,#2DC653,Sopocachi,-16.51329517439536,-68.12651253140699,302,40.3
2026-02-12,10,Jueves,Verde,#2DC653,Belén,-16.520107951211152,-68.1296924687241,328,43.7
2026-02-12,10,Jueves,Verde,#2DC653,Achumani,-16.534717924444404,-68.12448127015737,556,74.1
2026-02-12,11,Jueves,Verde,#2DC653,San Jorge,-16.50634635308975,-68.12226045721475,412,54.9
2026-02-12,11,Jueves,Verde,#2DC653,Sopocachi,-16.512955979834583,-68.12723643506786,225,30.0
2026-02-12,11,Jueves,Verde,#2DC653,Belén,-16.519886740406406,-68.13026880662518,228,30.4
2026-02-12,11,Jueves,Verde,#2DC653,Achumani,-16.53432749419274,-68.1259729367321,470,62.7
2026-02-12,12,Jueves,Verde,#2DC653,San Jorge,-16.506838291350242,-68.12336380521987,549,73.2
2026-02-12,12,Jueves,Verde,#2DC653,Sopocachi,-16.512180851426763,-68.12647156442257,337,44.9
2026-02-12,12,Jueves,Verde,#2DC653,Belén,-16.520977596298533,-68.13015624833115,312,41.6
2026-02-12,12,Jueves,Verde,#2DC653,Achumani,-16.535681190692834,-68.1244483911359,573,76.4
2026-02-12,13,Jueves,Verde,#2DC653,San Jorge,-16.506713767310398,-68.12339306705698,638,85.1
2026-02-12,13,Jueves,Verde,#2DC653,Sopocachi,-16.51368614262202,-68.12602657297685,300,40.0
2026-02-12,13,Jueves,Verde,#2DC653,Belén,-16.51962369960875,-68.13005883756526,366,48.8
2026-02-12,13,Jueves,Verde,#2DC653,Achumani,-16.534593596137004,-68.12488550874475,638,85.1
2026-02-12,14,Jueves,Verde,#2DC653,San Jorge,-16.507761527946638,-68.12225118260139,666,88.8
2026-02-12,14,Jueves,Verde,#2DC653,Sopocachi,-16.512191371561585,-68.12756033820024,312,41.6
2026-02-12,14,Jueves,Verde,#2DC653,Belén,-16.519479703851697,-68.13077269351851,339,45.2
2026-02-12,14,Jueves,Verde,#2DC653,Achumani,-16.53450176618556,-68.1254789752675,702,93.6
2026-02-12,15,Jueves,Verde,#2DC653,San Jorge,-16.507694013574767,-68.12205263799639,638,85.1
2026-02-12,15,Jueves,Verde,#2DC653,Sopocachi,-16.51386917549923,-68.12691940609511,347,46.3
2026-02-12,15,Jueves,Verde,#2DC653,Belén,-16.519204175326145,-68.12950432102608,369,49.2
2026-02-12,15,Jueves,Verde,#2DC653,Achumani,-16.53500195524349,-68.12519388198251,664,88.5
2026-02-12,16,Jueves,Verde,#2DC653,San Jorge,-16.507084949373272,-68.12228531037869,497,66.3
2026-02-12,16,Jueves,Verde,#2DC653,Sopocachi,-16.513551955814915,-68.12605680253414,268,35.7
2026-02-12,16,Jueves,Verde,#2DC653,Belén,-16.52044313935488,-68.1293233295989,337,44.9
2026-02-12,16,Jueves,Verde,#2DC653,Achumani,-16.534666391231482,-68.12560144809434,484,64.5
2026-02-12,17,Jueves,Verde,#2DC653,San Jorge,-16.506186440037368,-68.1224130958667,1012,100.0
2026-02-12,17,Jueves,Verde,#2DC653,Sopocachi,-16.512313861493094,-68.12787454261773,507,67.6
2026-02-12,17,Jueves,Verde,#2DC653,Belén,-16.52003341297896,-68.13012074650368,578,77.1
2026-02-12,17,Jueves,Verde,#2DC653,Achumani,-16.53587872946874,-68.12425405285218,1002,100.0
2026-02-12,18,Jueves,Verde,#2DC653,San Jorge,-16.506371564902476,-68.12335451480696,867,100.0
2026-02-12,18,Jueves,Verde,#2DC653,Sopocachi,-16.512161325412947,-68.12661742099162,571,76.1
2026-02-12,18,Jueves,Verde,#2DC653,Belén,-16.519600161330047,-68.12959992288235,491,65.5
2026-02-12,18,Jueves,Verde,#2DC653,Achumani,-16.535487363744842,-68.1240612918091,1054,100.0
2026-02-12,19,Jueves,Verde,#2DC653,San Jorge,-16.50647640787195,-68.12390512642726,689,91.9
2026-02-12,19,Jueves,Verde,#2DC653,Sopocachi,-16.51222610501448,-68.12778612526921,373,49.7
2026-02-12,19,Jueves,Verde,#2DC653,Belén,-16.519848863579572,-68.13042603064052,396,52.8
2026-02-12,19,Jueves,Verde,#2DC653,Achumani,-16.53417958120382,-68.12587921853591,667,88.9
2026-02-12,20,Jueves,Verde,#2DC653,San Jorge,-16.506197624462644,-68.12364138580723,509,67.9
2026-02-12,20,Jueves,Verde,#2DC653,Sopocachi,-16.512831085202095,-68.12603126724198,292,38.9
2026-02-12,20,Jueves,Verde,#2DC653,Belén,-16.51995516896762,-68.12934719325538,319,42.5
2026-02-12,20,Jueves,Verde,#2DC653,Achumani,-16.534007970023705,-68.12477463062487,601,80.1
2026-02-12,21,Jueves,Verde,#2DC653,San Jorge,-16.50638319719394,-68.12236050719972,324,43.2
2026-02-12,21,Jueves,Verde,#2DC653,Sopocachi,-16.51307923506195,-68.12795458219303,146,19.5
2026-02-12,21,Jueves,Verde,#2DC653,Belén,-16.520852429435163,-68.13060605540399,163,21.7
2026-02-12,21,Jueves,Verde,#2DC653,Achumani,-16.534365608854188,-68.12579507212072,264,35.2
2026-02-12,22,Jueves,Verde,#2DC653,San Jorge,-16.506867409769104,-68.12378254263254,177,23.6
2026-02-12,22,Jueves,Verde,#2DC653,Sopocachi,-16.513995869506783,-68.12767410082768,103,13.7
2026-02-12,22,Jueves,Verde,#2DC653,Belén,-16.5192636118425,-68.13030435213182,81,10.8
2026-02-12,22,Jueves,Verde,#2DC653,Achumani,-16.535915747526143,-68.12408278340901,174,23.2
2026-02-13,5,Viernes,Verde,#2DC653,San Jorge,-16.507552646893483,-68.12354440650039,71,9.5
2026-02-13,5,Viernes,Verde,#2DC653,Sopocachi,-16.513250257813336,-68.12799376222941,48,6.4
2026-02-13,5,Viernes,Verde,#2DC653,Belén,-16.519856292795435,-68.13089235345556,43,5.7
2026-02-13,5,Viernes,Verde,#2DC653,Achumani,-16.534446226689866,-68.12487156700347,80,10.7
2026-02-13,6,Viernes,Verde,#2DC653,San Jorge,-16.507277731038698,-68.12313920160669,468,62.4
2026-02-13,6,Viernes,Verde,#2DC653,Sopocachi,-16.51393656321163,-68.12729122411265,311,41.5
2026-02-13,6,Viernes,Verde,#2DC653,Belén,-16.51933767529876,-68.13073030005138,320,42.7
2026-02-13,6,Viernes,Verde,#2DC653,Achumani,-16.53596401257973,-68.12454082904254,471,62.8
2026-02-13,7,Viernes,Verde,#2DC653,San Jorge,-16.507726583712113,-68.12334861974881,991,100.0
2026-02-13,7,Viernes,Verde,#2DC653,Sopocachi,-16.512735497999508,-68.1264817234204,553,73.7
2026-02-13,7,Viernes,Verde,#2DC653,Belén,-16.51917329144121,-68.13042680602032,574,76.5
2026-02-13,7,Viernes,Verde,#2DC653,Achumani,-16.535827227699574,-68.12524913886826,830,100.0
2026-02-13,8,Viernes,Verde,#2DC653,San Jorge,-16.507483202366398,-68.12234393692813,1011,100.0
2026-02-13,8,Viernes,Verde,#2DC653,Sopocachi,-16.513279631342048,-68.12716352587496,545,72.7
2026-02-13,8,Viernes,Verde,#2DC653,Belén,-16.52036766119023,-68.12956678021837,577,76.9
2026-02-13,8,Viernes,Verde,#2DC653,Achumani,-16.534368338743302,-68.1255765514081,911,100.0
2026-02-13,9,Viernes,Verde,#2DC653,San Jorge,-16.507684753045837,-68.12219330638176,805,100.0
2026-02-13,9,Viernes,Verde,#2DC653,Sopocachi,-16.513947203624493,-68.1271020800215,366,48.8
2026-02-13,9,Viernes,Verde,#2DC653,Belén,-16.52073660176451,-68.13002915598544,470,62.7
2026-02-13,9,Viernes,Verde,#2DC653,Achumani,-16.53451033880225,-68.12557243776311,733,97.7
2026-02-13,10,Viernes,Verde,#2DC653,San Jorge,-16.506160791602586,-68.12388967398145,477,63.6
2026-02-13,10,Viernes,Verde,#2DC653,Sopocachi,-16.513582197803146,-68.12783491473934,296,39.5
2026-02-13,10,Viernes,Verde,#2DC653,Belén,-16.519979627390292,-68.13028580541567,251,33.5
2026-02-13,10,Viernes,Verde,#2DC653,Achumani,-16.535046689481586,-68.12599591743964,413,55.1
2026-02-13,11,Viernes,Verde,#2DC653,San Jorge,-16.507087632950885,-68.12352846450618,410,54.7
2026-02-13,11,Viernes,Verde,#2DC653,Sopocachi,-16.513385573028067,-68.12684694913796,258,34.4
2026-02-13,11,Viernes,Verde,#2DC653,Belén,-16.520944863967657,-68.13070143176256,215,28.7
2026-02-13,11,Viernes,Verde,#2DC653,Achumani,-16.535722008636906,-68.12468146503534,404,53.9
2026-02-13,12,Viernes,Verde,#2DC653,San Jorge,-16.506374019873455,-68.12240811582369,631,84.1
2026-02-13,12,Viernes,Verde,#2DC653,Sopocachi,-16.513068402754502,-68.12663381059012,375,50.0
2026-02-13,12,Viernes,Verde,#2DC653,Belén,-16.520843457954502,-68.13044514106305,392,52.3
2026-02-13,12,Viernes,Verde,#2DC653,Achumani,-16.53436734110323,-68.12586153976213,705,94.0
2026-02-13,13,Viernes,Verde,#2DC653,San Jorge,-16.50726322171438,-68.12353844556567,676,90.1
2026-02-13,13,Viernes,Verde,#2DC653,Sopocachi,-16.51295797257335,-68.12725794253544,420,56.0
2026-02-13,13,Viernes,Verde,#2DC653,Belén,-16.520795556678774,-68.12919573745813,397,52.9
2026-02-13,13,Viernes,Verde,#2DC653,Achumani,-16.535247027273247,-68.12562726856079,704,93.9
2026-02-13,14,Viernes,Verde,#2DC653,San Jorge,-16.506087693321497,-68.1239042461005,585,78.0
2026-02-13,14,Viernes,Verde,#2DC653,Sopocachi,-16.513227349411075,-68.12638772585788,346,46.1
2026-02-13,14,Viernes,Verde,#2DC653,Belén,-16.519956334703153,-68.12992811828536,298,39.7
2026-02-13,14,Viernes,Verde,#2DC653,Achumani,-16.53474032046408,-68.12540774631023,602,80.3
2026-02-13,15,Viernes,Verde,#2DC653,San Jorge,-16.507652476845504,-68.12278794542244,491,65.5
2026-02-13,15,Viernes,Verde,#2DC653,Sopocachi,-16.512550652822103,-68.12732289732922,298,39.7
2026-02-13,15,Viernes,Verde,#2DC653,Belén,-16.520360009510334,-68.13089545963327,339,45.2
2026-02-13,15,Viernes,Verde,#2DC653,Achumani,-16.53475221392091,-68.1244793345615,482,64.3
2026-02-13,16,Viernes,Verde,#2DC653,San Jorge,-16.50643994293172,-68.12332781914937,612,81.6
2026-02-13,16,Viernes,Verde,#2DC653,Sopocachi,-16.51371914581769,-68.12636356442151,340,45.3
2026-02-13,16,Viernes,Verde,#2DC653,Belén,-16.52055995737864,-68.1292343044554,349,46.5
2026-02-13,16,Viernes,Verde,#2DC653,Achumani,-16.53401935756766,-68.12546105274772,636,84.8
2026-02-13,17,Viernes,Verde,#2DC653,San Jorge,-16.506382018985104,-68.12214834056715,706,94.1
2026-02-13,17,Viernes,Verde,#2DC653,Sopocachi,-16.512332308704117,-68.12683344901816,497,66.3
2026-02-13,17,Viernes,Verde,#2DC653,Belén,-16.52032480758257,-68.13043791248994,393,52.4
2026-02-13,17,Viernes,Verde,#2DC653,Achumani,-16.534053504279445,-68.12570091159739,720,96.0
2026-02-13,18,Viernes,Verde,#2DC653,San Jorge,-16.50614765345125,-68.1238788951475,986,100.0
2026-02-13,18,Viernes,Verde,#2DC653,Sopocachi,-16.512781028380935,-68.12727958303108,610,81.3
2026-02-13,18,Viernes,Verde,#2DC653,Belén,-16.52032968886463,-68.13062263866756,643,85.7
2026-02-13,18,Viernes,Verde,#2DC653,Achumani,-16.535334958850548,-68.12542627188432,1062,100.0
2026-02-13,19,Viernes,Verde,#2DC653,San Jorge,-16.506690851394104,-68.12302930933217,806,100.0
2026-02-13,19,Viernes,Verde,#2DC653,Sopocachi,-16.512915275655356,-68.12720064698115,425,56.7
2026-02-13,19,Viernes,Verde,#2DC653,Belén,-16.520382086978714,-68.12982724289245,388,51.7
2026-02-13,19,Viernes,Verde,#2DC653,Achumani,-16.534700085107584,-68.12593795356129,673,89.7
2026-02-13,20,Viernes,Verde,#2DC653,San Jorge,-16.507878018148052,-68.12230418924447,581,77.5
2026-02-13,20,Viernes,Verde,#2DC653,Sopocachi,-16.5127712401218,-68.12774701123205,366,48.8
2026-02-13,20,Viernes,Verde,#2DC653,Belén,-16.51954355299141,-68.12924186274303,365,48.7
2026-02-13,20,Viernes,Verde,#2DC653,Achumani,-16.535156618618895,-68.1248143352921,564,75.2
2026-02-13,21,Viernes,Verde,#2DC653,San Jorge,-16.507619089293158,-68.12250715296946,345,46.0
2026-02-13,21,Viernes,Verde,#2DC653,Sopocachi,-16.51294160234126,-68.12749394359761,201,26.8
2026-02-13,21,Viernes,Verde,#2DC653,Belén,-16.5196908786832,-68.12989339696556,154,20.5
2026-02-13,21,Viernes,Verde,#2DC653,Achumani,-16.534097303256694,-68.12509707460006,333,44.4
2026-02-13,22,Viernes,Verde,#2DC653,San Jorge,-16.5077151121973,-68.12372086827712,187,24.9
2026-02-13,22,Viernes,Verde,#2DC653,Sopocachi,-16.512826471176044,-68.12603086417538,101,13.5
2026-02-13,22,Viernes,Verde,#2DC653,Belén,-16.51916538256554,-68.12942495455319,103,13.7
2026-02-13,22,Viernes,Verde,#2DC653,Achumani,-16.53428526203392,-68.12491613163643,199,26.5
2026-02-14,5,Sábado,Verde,#2DC653,San Jorge,-16.507053894360098,-68.12395098360139,58,7.7
2026-02-14,5,Sábado,Verde,#2DC653,Sopocachi,-16.513215022993215,-68.12653972709414,32,4.3
2026-02-14,5,Sábado,Verde,#2DC653,Belén,-16.520144682102522,-68.13061852730677,38,5.1
2026-02-14,5,Sábado,Verde,#2DC653,Achumani,-16.535012083915,-68.12410285307885,60,8.0
2026-02-14,6,Sábado,Verde,#2DC653,San Jorge,-16.507744892142533,-68.1223913844723,330,44.0
2026-02-14,6,Sábado,Verde,#2DC653,Sopocachi,-16.512223006491954,-68.12677755542249,193,25.7
2026-02-14,6,Sábado,Verde,#2DC653,Belén,-16.519304848213732,-68.12984541630466,171,22.8
2026-02-14,6,Sábado,Verde,#2DC653,Achumani,-16.535060478775648,-68.1243910424571,336,44.8
2026-02-14,7,Sábado,Verde,#2DC653,San Jorge,-16.506305545962434,-68.12242285065142,700,93.3
2026-02-14,7,Sábado,Verde,#2DC653,Sopocachi,-16.512248587171737,-68.1268142031988,402,53.6
2026-02-14,7,Sábado,Verde,#2DC653,Belén,-16.520448725098884,-68.13082464788648,403,53.7
2026-02-14,7,Sábado,Verde,#2DC653,Achumani,-16.534431489298925,-68.12522901878178,644,85.9
2026-02-14,8,Sábado,Verde,#2DC653,San Jorge,-16.50633040176075,-68.12269054567021,785,100.0
2026-02-14,8,Sábado,Verde,#2DC653,Sopocachi,-16.51295349162837,-68.1277777357536,504,67.2
2026-02-14,8,Sábado,Verde,#2DC653,Belén,-16.520724583939185,-68.12950491315658,425,56.7
2026-02-14,8,Sábado,Verde,#2DC653,Achumani,-16.53588525740953,-68.12596690780909,772,100.0
2026-02-14,9,Sábado,Verde,#2DC653,San Jorge,-16.50644463485654,-68.12297389846417,527,70.3
2026-02-14,9,Sábado,Verde,#2DC653,Sopocachi,-16.513660730612948,-68.12624463450737,339,45.2
2026-02-14,9,Sábado,Verde,#2DC653,Belén,-16.520175482199175,-68.12940928436456,328,43.7
2026-02-14,9,Sábado,Verde,#2DC653,Achumani,-16.534963781712552,-68.12455956465396,498,66.4
2026-02-14,10,Sábado,Verde,#2DC653,San Jorge,-16.507688888842637,-68.12321904340374,441,58.8
2026-02-14,10,Sábado,Verde,#2DC653,Sopocachi,-16.51201578029855,-68.12652974276016,219,29.2
2026-02-14,10,Sábado,Verde,#2DC653,Belén,-16.520570047696893,-68.13065218567327,226,30.1
2026-02-14,10,Sábado,Verde,#2DC653,Achumani,-16.534833380047086,-68.12455123049686,466,62.1
2026-02-14,11,Sábado,Verde,#2DC653,San Jorge,-16.50647631564583,-68.12217157026295,365,48.7
2026-02-14,11,Sábado,Verde,#2DC653,Sopocachi,-16.51219323054117,-68.12707153407392,218,29.1
2026-02-14,11,Sábado,Verde,#2DC653,Belén,-16.520091204849304,-68.13071241855233,247,32.9
2026-02-14,11,Sábado,Verde,#2DC653,Achumani,-16.53534844548685,-68.12584859649489,416,55.5
2026-02-14,12,Sábado,Verde,#2DC653,San Jorge,-16.506842002915285,-68.12213977739914,491,65.5
2026-02-14,12,Sábado,Verde,#2DC653,Sopocachi,-16.51313936021172,-68.12753650896848,235,31.3
2026-02-14,12,Sábado,Verde,#2DC653,Belén,-16.51931459843556,-68.1291165697779,267,35.6
2026-02-14,12,Sábado,Verde,#2DC653,Achumani,-16.534761884442037,-68.12552845911212,453,60.4
2026-02-14,13,Sábado,Verde,#2DC653,San Jorge,-16.506255552643836,-68.12203237484563,543,72.4
2026-02-14,13,Sábado,Verde,#2DC653,Sopocachi,-16.51287866629666,-68.12723712168024,323,43.1
2026-02-14,13,Sábado,Verde,#2DC653,Belén,-16.519370332546465,-68.13097980614694,339,45.2
2026-02-14,13,Sábado,Verde,#2DC653,Achumani,-16.535935913512024,-68.12444702595144,506,67.5
2026-02-14,14,Sábado,Verde,#2DC653,San Jorge,-16.507783318243444,-68.12240597493792,420,56.0
2026-02-14,14,Sábado,Verde,#2DC653,Sopocachi,-16.51369309282635,-68.12631080438814,271,36.1
2026-02-14,14,Sábado,Verde,#2DC653,Belén,-16.520254154440444,-68.12969639801511,258,34.4
2026-02-14,14,Sábado,Verde,#2DC653,Achumani,-16.535328051518217,-68.12584295393263,400,53.3
2026-02-14,15,Sábado,Verde,#2DC653,San Jorge,-16.507162628810818,-68.12222949944389,428,57.1
2026-02-14,15,Sábado,Verde,#2DC653,Sopocachi,-16.51269491593458,-68.1261102662823,203,27.1
2026-02-14,15,Sábado,Verde,#2DC653,Belén,-16.520684032029095,-68.1298925039728,215,28.7
2026-02-14,15,Sábado,Verde,#2DC653,Achumani,-16.534987904147027,-68.12504827530127,381,50.8
2026-02-14,16,Sábado,Verde,#2DC653,San Jorge,-16.506970744862915,-68.12370462061148,496,66.1
2026-02-14,16,Sábado,Verde,#2DC653,Sopocachi,-16.513125710326566,-68.1260547856834,312,41.6
2026-02-14,16,Sábado,Verde,#2DC653,Belén,-16.519496306751105,-68.13030141095707,267,35.6
2026-02-14,16,Sábado,Verde,#2DC653,Achumani,-16.534084678739898,-68.12420453352364,565,75.3
2026-02-14,17,Sábado,Verde,#2DC653,San Jorge,-16.507942886549976,-68.12372118268412,559,74.5
2026-02-14,17,Sábado,Verde,#2DC653,Sopocachi,-16.51210952720833,-68.12638061932127,347,46.3
2026-02-14,17,Sábado,Verde,#2DC653,Belén,-16.520352543321216,-68.13094316532984,354,47.2
2026-02-14,17,Sábado,Verde,#2DC653,Achumani,-16.534536940218185,-68.12491092887058,532,70.9
2026-02-14,18,Sábado,Verde,#2DC653,San Jorge,-16.50627562943668,-68.12296436035174,634,84.5
2026-02-14,18,Sábado,Verde,#2DC653,Sopocachi,-16.512443070875108,-68.12733327048464,450,60.0
2026-02-14,18,Sábado,Verde,#2DC653,Belén,-16.51901532669753,-68.12950394029696,433,57.7
2026-02-14,18,Sábado,Verde,#2DC653,Achumani,-16.53481627315741,-68.12513409417018,664,88.5
2026-02-14,19,Sábado,Verde,#2DC653,San Jorge,-16.50737929819344,-68.12370461618075,551,73.5
2026-02-14,19,Sábado,Verde,#2DC653,Sopocachi,-16.51341393686786,-68.12725385114985,343,45.7
2026-02-14,19,Sábado,Verde,#2DC653,Belén,-16.51967558121981,-68.12914243812857,357,47.6
2026-02-14,19,Sábado,Verde,#2DC653,Achumani,-16.53528890128699,-68.12555469974474,575,76.7
2026-02-14,20,Sábado,Verde,#2DC653,San Jorge,-16.507102004456804,-68.12269818966625,424,56.5
2026-02-14,20,Sábado,Verde,#2DC653,Sopocachi,-16.513507348137505,-68.12604766235957,236,31.5
2026-02-14,20,Sábado,Verde,#2DC653,Belén,-16.519484797928385,-68.13069690165894,203,27.1
2026-02-14,20,Sábado,Verde,#2DC653,Achumani,-16.53549702891049,-68.1249691947381,441,58.8
2026-02-14,21,Sábado,Verde,#2DC653,San Jorge,-16.506656064994164,-68.12356083617658,285,38.0
2026-02-14,21,Sábado,Verde,#2DC653,Sopocachi,-16.5132898537619,-68.12780013719672,183,24.4
2026-02-14,21,Sábado,Verde,#2DC653,Belén,-16.520611730709298,-68.1307836352484,148,19.7
2026-02-14,21,Sábado,Verde,#2DC653,Achumani,-16.5353769817379,-68.12501112726153,282,37.6
2026-02-14,22,Sábado,Verde,#2DC653,San Jorge,-16.506822046778,-68.12273662196965,117,15.6
2026-02-14,22,Sábado,Verde,#2DC653,Sopocachi,-16.51286184475244,-68.12739113315611,71,9.5
2026-02-14,22,Sábado,Verde,#2DC653,Belén,-16.51963897214299,-68.1293294780549,68,9.1
2026-02-14,22,Sábado,Verde,#2DC653,Achumani,-16.534223875627802,-68.12480298790145,120,16.0
2026-02-15,5,Domingo,Verde,#2DC653,San Jorge,-16.507880540023297,-68.12202623661462,49,6.5
2026-02-15,5,Domingo,Verde,#2DC653,Sopocachi,-16.513913359496364,-68.12749507336522,28,3.7
2026-02-15,5,Domingo,Verde,#2DC653,Belén,-16.51928742464225,-68.13037535970157,25,3.3
2026-02-15,5,Domingo,Verde,#2DC653,Achumani,-16.534440255881105,-68.12513203679488,38,5.1
2026-02-15,6,Domingo,Verde,#2DC653,San Jorge,-16.50734892055973,-68.12236249002075,275,36.7
2026-02-15,6,Domingo,Verde,#2DC653,Sopocachi,-16.51304716036525,-68.12612538448634,139,18.5
2026-02-15,6,Domingo,Verde,#2DC653,Belén,-16.5198356152342,-68.12937231642609,130,17.3
2026-02-15,6,Domingo,Verde,#2DC653,Achumani,-16.535146913829678,-68.12439497849694,270,36.0
2026-02-15,7,Domingo,Verde,#2DC653,San Jorge,-16.50788506826537,-68.12359086700194,528,70.4
2026-02-15,7,Domingo,Verde,#2DC653,Sopocachi,-16.512212205900667,-68.12773643909884,314,41.9
2026-02-15,7,Domingo,Verde,#2DC653,Belén,-16.520339713158208,-68.12944335431857,299,39.9
2026-02-15,7,Domingo,Verde,#2DC653,Achumani,-16.535168098190013,-68.12587465534385,562,74.9
2026-02-15,8,Domingo,Verde,#2DC653,San Jorge,-16.506385679902262,-68.12388739832971,583,77.7
2026-02-15,8,Domingo,Verde,#2DC653,Sopocachi,-16.51349470517634,-68.12789830288811,252,33.6
2026-02-15,8,Domingo,Verde,#2DC653,Belén,-16.5205898293218,-68.12923742523684,313,41.7
2026-02-15,8,Domingo,Verde,#2DC653,Achumani,-16.535028766769184,-68.12577576174921,528,70.4
2026-02-15,9,Domingo,Verde,#2DC653,San Jorge,-16.506375720213548,-68.12370697922482,365,48.7
2026-02-15,9,Domingo,Verde,#2DC653,Sopocachi,-16.513100546753723,-68.12677232131516,207,27.6
2026-02-15,9,Domingo,Verde,#2DC653,Belén,-16.519772069671436,-68.13063231746636,203,27.1
2026-02-15,9,Domingo,Verde,#2DC653,Achumani,-16.534422899621664,-68.12595371822468,401,53.5
2026-02-15,10,Domingo,Verde,#2DC653,San Jorge,-16.506574502447794,-68.12210020643997,322,42.9
2026-02-15,10,Domingo,Verde,#2DC653,Sopocachi,-16.512123337702338,-68.12709286679271,151,20.1
2026-02-15,10,Domingo,Verde,#2DC653,Belén,-16.51952543692005,-68.12961061465597,145,19.3
2026-02-15,10,Domingo,Verde,#2DC653,Achumani,-16.535392037902298,-68.12474153073146,320,42.7
2026-02-15,11,Domingo,Verde,#2DC653,San Jorge,-16.507241708343212,-68.12396890498982,292,38.9
2026-02-15,11,Domingo,Verde,#2DC653,Sopocachi,-16.512450276268567,-68.12754832069504,173,23.1
2026-02-15,11,Domingo,Verde,#2DC653,Belén,-16.520270851156717,-68.13050651201063,162,21.6
2026-02-15,11,Domingo,Verde,#2DC653,Achumani,-16.5359786740928,-68.12404705231606,269,35.9
2026-02-15,12,Domingo,Verde,#2DC653,San Jorge,-16.506419770396768,-68.12389312786168,389,51.9
2026-02-15,12,Domingo,Verde,#2DC653,Sopocachi,-16.512703453686008,-68.12640040086896,171,22.8
2026-02-15,12,Domingo,Verde,#2DC653,Belén,-16.519872688334708,-68.12960181759352,170,22.7
2026-02-15,12,Domingo,Verde,#2DC653,Achumani,-16.535648820698842,-68.12413727310744,308,41.1
2026-02-15,13,Domingo,Verde,#2DC653,San Jorge,-16.507926209303193,-68.12348365170084,278,37.1
2026-02-15,13,Domingo,Verde,#2DC653,Sopocachi,-16.512789733107425,-68.12754903078864,190,25.3
2026-02-15,13,Domingo,Verde,#2DC653,Belén,-16.520077628598425,-68.12940126592446,197,26.3
2026-02-15,13,Domingo,Verde,#2DC653,Achumani,-16.535525338508005,-68.12510336373914,362,48.3
2026-02-15,14,Domingo,Verde,#2DC653,San Jorge,-16.506474621704083,-68.1233548391828,257,34.3
2026-02-15,14,Domingo,Verde,#2DC653,Sopocachi,-16.51323770070891,-68.12771490654511,177,23.6
2026-02-15,14,Domingo,Verde,#2DC653,Belén,-16.51971928464914,-68.12913132562177,145,19.3
2026-02-15,14,Domingo,Verde,#2DC653,Achumani,-16.534118917167657,-68.12462383605612,333,44.4
2026-02-15,15,Domingo,Verde,#2DC653,San Jorge,-16.50740248621447,-68.12361685182294,331,44.1
2026-02-15,15,Domingo,Verde,#2DC653,Sopocachi,-16.51304659617291,-68.12781682888787,154,20.5
2026-02-15,15,Domingo,Verde,#2DC653,Belén,-16.519374372094145,-68.13069395378042,175,23.3
2026-02-15,15,Domingo,Verde,#2DC653,Achumani,-16.535509135839018,-68.12583349593855,275,36.7
2026-02-15,16,Domingo,Verde,#2DC653,San Jorge,-16.50678230457354,-68.12305579274049,259,34.5
2026-02-15,16,Domingo,Verde,#2DC653,Sopocachi,-16.513759501708723,-68.12731937678744,164,21.9
2026-02-15,16,Domingo,Verde,#2DC653,Belén,-16.52008061356048,-68.13086261543481,150,20.0
2026-02-15,16,Domingo,Verde,#2DC653,Achumani,-16.53583107887887,-68.12571925754037,235,31.3
2026-02-15,17,Domingo,Verde,#2DC653,San Jorge,-16.50710998182222,-68.12212392762642,420,56.0
2026-02-15,17,Domingo,Verde,#2DC653,Sopocachi,-16.51335774996478,-68.1269475228422,300,40.0
2026-02-15,17,Domingo,Verde,#2DC653,Belén,-16.52069101376809,-68.13085574230566,296,39.5
2026-02-15,17,Domingo,Verde,#2DC653,Achumani,-16.53452596083417,-68.12497158884165,507,67.6
2026-02-15,18,Domingo,Verde,#2DC653,San Jorge,-16.506561994404347,-68.12271182630057,434,57.9
2026-02-15,18,Domingo,Verde,#2DC653,Sopocachi,-16.512927912616988,-68.12788610250273,265,35.3
2026-02-15,18,Domingo,Verde,#2DC653,Belén,-16.519721221953752,-68.13031843093705,238,31.7
2026-02-15,18,Domingo,Verde,#2DC653,Achumani,-16.534459014545284,-68.1245623175089,406,54.1
2026-02-15,19,Domingo,Verde,#2DC653,San Jorge,-16.507219267049695,-68.12249902023638,410,54.7
2026-02-15,19,Domingo,Verde,#2DC653,Sopocachi,-16.513348807919247,-68.12726470835952,202,26.9
2026-02-15,19,Domingo,Verde,#2DC653,Belén,-16.519467345213037,-68.13096302177372,224,29.9
2026-02-15,19,Domingo,Verde,#2DC653,Achumani,-16.534897625158397,-68.12502646906086,358,47.7
2026-02-15,20,Domingo,Verde,#2DC653,San Jorge,-16.507888306374703,-68.12340697114449,310,41.3
2026-02-15,20,Domingo,Verde,#2DC653,Sopocachi,-16.5120772720964,-68.12601151820513,169,22.5
2026-02-15,20,Domingo,Verde,#2DC653,Belén,-16.519808687091942,-68.12908448382134,146,19.5
2026-02-15,20,Domingo,Verde,#2DC653,Achumani,-16.53576436353143,-68.12529112389656,312,41.6
2026-02-15,21,Domingo,Verde,#2DC653,San Jorge,-16.507138860006368,-68.12231142704738,193,25.7
